No,Nama,Rating,Comments,Links
120,Paris Premium by nanine.id,3,Untuk harga segitu bahannya kasar🥺 dibanding produk sebelah.. ditingkatkan lagi kualitas bahannya karena harganya lumayan pricey,https://shopee.co.id/Paris-Premium-by-nanine.id-i.378730047.5991453641?sp_atk=0d7da42a-8ba5-4d43-a4b1-6c93141c6b03&xptdk=0d7da42a-8ba5-4d43-a4b1-6c93141c6b03
121,ODELIA HIJAB - ELIAH VOAL ULTRAFINE (Hijab Segiempat Eliah voal Polos),2,Yang abu2 warnaya gak sesuai foto,https://shopee.co.id/ODELIA-HIJAB-ELIAH-VOAL-ULTRAFINE-(Hijab-Segiempat-Eliah-voal-Polos)-i.832865197.13295452749?sp_atk=e047e53a-281b-4e0c-b0cc-fdbfb7ab0d80&xptdk=e047e53a-281b-4e0c-b0cc-fdbfb7ab0d80
122,𝐆𝐀𝐙𝐀 - Pashmina Inner 2in1 Premium | Pashmina Instan,2,"Warnanya ga sesuai gambar, aslinya gelap Padahal harga segitu harusnya dapet kualitas lebih baik",https://shopee.co.id/%F0%9D%90%86%F0%9D%90%80%F0%9D%90%99%F0%9D%90%80-Pashmina-Inner-2in1-Premium-Pashmina-Instan-i.344306006.17820467159?sp_atk=26a11579-86b1-412a-93e1-b5575a454aa7&xptdk=26a11579-86b1-412a-93e1-b5575a454aa7
123,Pashmina Kaos Jersey Premium Pashmina Koas Hijab Flowy Pasmina Kaos Rayon Pasmina Jersey,2,"jahitannya jelek gak rapi, warna moka nya kurang suka ya pas lah sama harganya",https://shopee.co.id/Pashmina-Kaos-Jersey-Premium-Pashmina-Koas-Hijab-Flowy-Pasmina-Kaos-Rayon-Pasmina-Jersey-i.39719057.22522450197?sp_atk=90cabf55-e895-41d7-8a36-eff088053d93&xptdk=90cabf55-e895-41d7-8a36-eff088053d93
124,Lozy Hijab - Bawal Shawl ( Pashmina Ceruty Babydoll ) BELI 3 LEBIH HEMAT,2,"Kecewa banget sih, giliran mesen yang BW cacat dan bolong2 gini. Padahal kualitas pashmina lozy sebagus dan se flowly itu. Ajukan pengembalian berbelit-belit dan solusinya cuma voucher disc 20k belanja di web. Its okay sedikit bertanggung jawab walaupun rugi bandar. Tapi please admin DI CEK DONG !!!",https://shopee.co.id/Lozy-Hijab-Bawal-Shawl-(-Pashmina-Ceruty-Babydoll-)-BELI-3-LEBIH-HEMAT-i.255402508.4868868584?xptdk=ea6f9dab-6e0f-4b41-adf0-a8a15ec5f314
125,Lozy Hijab - Haraa Voal Plain (Segiempat Voal Premium Polos Non Lasercut),2,warna beda jauh dengan foto,https://shopee.co.id/Lozy-Hijab-Haraa-Voal-Plain-(Segiempat-Voal-Premium-Polos-Non-Lasercut)-i.255402508.20552008784
126,Lozy Hijab - Rayna Instan Shawl (Pashmina Instan Rayon),2,"Pengiriman lama dan bahan pashiminanya tebel banget jadi jatohnya berat banget di kepala, maaf ya kasih ☆☆",https://shopee.co.id/Lozy-Hijab-Rayna-Instan-Shawl-(Pashmina-Instan-Rayon)-i.255402508.19166101082?sp_atk=e7c00a60-61f1-48e8-8585-cd2a3f21c750&xptdk=e7c00a60-61f1-48e8-8585-cd2a3f21c750
127,Lozy Hijab - Polly Cotton ( Hijab Segiempat Bella Square),2,Baru kali ini kecewa deh.. hampir disemua sisi jahitannya bermasalah.. apa karena lagi ada potongan harga jadi kualitas produknya tidak diperhatikan... masih bagusan yang defect deh.. cacatnya minim banget..,https://shopee.co.id/Lozy-Hijab-Polly-Cotton-(-Hijab-Segiempat-Bella-Square)-i.255402508.4862117087
128,Lozy Hijab - Biyya Instan ( Bergo Crinkle ) Beli 3 Lebih Hemat!,2,Bergonya tidak sesuai dengan yang digambar. Pola nya berbeda. Malah mirip dengan model llea. Sudah komplain tapi belum ada feedback kembali. Alasan adminnya krena beda penjahit jadi modenya beda. Seharusnya diberitahukan di deskripsi kalau yg warna hitam berbeda modelnya. Sungguh kecewa karena modelnya berbeda dengan model biyya yang seharusnya. Yang warna biru pola nya sama tapi yang hitam sangat berbeda. Karena promo barang tidak dicek kembali atau bagaimana? Ditunggu feedbacknya hanya minta maaf dan diberikan voucher untuk belanja lagi. Tidak menyelesaikan masalah.,https://shopee.co.id/Lozy-Hijab-Biyya-Instan-(-Bergo-Crinkle-)-Beli-3-Lebih-Hemat!-i.255402508.6695499580?sp_atk=86870b67-e1b6-42ef-a81d-00250723f46b
129,Mallow Basic Voal (115x115) Hijab Segiempat Premium Voal,2,"Sedikit menyesal soalnya saya beli warna caramel tapi pas dateng ga sesuai yang di gambar, harga dan bahan tidak sesuai terlalu mahal untuk harga segini tapi kalo masalah panjang sih oke, terima kasih min",https://shopee.co.id/Mallow-Basic-Voal-(115x115)-Hijab-Segiempat-Premium-Voal-i.38843078.2103781116?xptdk=51521561-66bb-47e3-9416-d336204dcd53
130,Mallow Luna Square Hijab Segiempat Cotton Paris,2,Warnanya cantik. Jahitan ada yg rusak. Tapi yaudahlah.,https://shopee.co.id/Mallow-Luna-Square-Hijab-Segiempat-Cotton-Paris-i.38843078.12436559616
131,Elzatta Scarf Segi Empat Obelia Samida,2,"Beli yang kedua kalinya tapi di bikin kecewa Warna tidak sesuai sangat2 jauh beda warnanya Khaki nya masa kaya dusty pink dan yang coklat kayak army jadinya Udah gitu lecek berbulu, dan ada benang yang ketarik2 Bener2 ngecewain!",https://shopee.co.id/Elzatta-Scarf-Segi-Empat-Obelia-Samida-i.12073181.5478030885?sp_atk=c272afa2-77ae-4efd-8661-7355a169333a&xptdk=c272afa2-77ae-4efd-8661-7355a169333a
132,Tiebymin - Lily Hijab Paris Premium,2,"Kecewa sih, warna aslinya gak sama kayak warna on model yang di foto produknya😂😂 Kalo bahan jilbabnya lumayan, panjangnya juga masih baik gak kependekan.",https://shopee.co.id/Tiebymin-Lily-Hijab-Paris-Premium-i.29299683.5093532992?sp_atk=edaff772-f9ec-411f-920e-c230bd57698c&xptdk=edaff772-f9ec-411f-920e-c230bd57698c
133,SEGI EMPAT PARIS PREMIUM PART 1 (50 WARNA) SIZE 110*110 CM | HIJAB TEGAK ANTI LETOY/ HIJAB PARIS PREMIUM SQUARE,2,Pengiriman sangat lamaa.. Malah salah kota.,https://shopee.co.id/SEGI-EMPAT-PARIS-PREMIUM-PART-1-(50-WARNA)-SIZE-110*110-CM-HIJAB-TEGAK-ANTI-LETOY-HIJAB-PARIS-PREMIUM-SQUARE-i.201060877.14478927625?sp_atk=d605e0c3-3010-492c-8991-f8422aa4d733&xptdk=d605e0c3-3010-492c-8991-f8422aa4d733
134,ITSMOSTLY - Qyura Shawl,2,"Warna yang direkomendasikan & di onshop beda jauh, Kecewa sih huhu",https://shopee.co.id/ITSMOSTLY-Qyura-Shawl-i.150009462.2263926712?sp_atk=bf16e055-4cbe-4343-90ac-579b75d99ef2&xptdk=bf16e055-4cbe-4343-90ac-579b75d99ef2
135,VOAL LASER CUT Hijab Segiempat paris Premium / COD / GOSEND / J&T,2,Kotor,https://shopee.co.id/VOAL-LASER-CUT-Hijab-Segiempat-paris-Premium-COD-GOSEND-J-T-i.325778359.3967352030?sp_atk=8949e695-09a7-4fa1-bdbe-742eea919768&xptdk=8949e695-09a7-4fa1-bdbe-742eea919768
136,Jilbab Segiempat BELLA SQUARE /hijab pollycotton kerudung segiempat hijab murah/ Atasan / Hijab,2,"Tipis jelek kirain bakal kek bela square kayak biasa, ini tipis",https://shopee.co.id/Jilbab-Segiempat-BELLA-SQUARE-hijab-pollycotton-kerudung-segiempat-hijab-murah-Atasan-Hijab-i.293835597.4172738284?sp_atk=7ff4069f-856a-42b1-b0a6-1b25fbf23035&xptdk=7ff4069f-856a-42b1-b0a6-1b25fbf23035
137,PARIS PREMIUM hijab tebal ANTI LETOY jahit tepi,2,Ini sih namanya bukan Paris premium ya masa kaku sekali bahannya kalau dipakai ngembang gak bisa slim bagian leher nya. Masih bagusan Paris yang aku beli harga 20rban. Gak worth it harga segitu dengan kualitas nya. Jahitan juga gak rapi ada benang yang keluar. Kapok beli di sini,https://shopee.co.id/PARIS-PREMIUM-hijab-tebal-ANTI-LETOY-jahit-tepi-i.515960613.14049347746?sp_atk=c8e582bb-6655-4e52-b121-2f70dc4ad5ea&xptdk=c8e582bb-6655-4e52-b121-2f70dc4ad5ea
138,HARRAMU Kerudung Segiempat Polos isi 3 Special Bundling Collection - Jilbab Voal Paris Premium Hijab Segi 4 Empat Kerudung,2,Ka maaf ini saya beli 4 tapi warnanya salah saya pesen coksu hitam navy sama abu kenapa dikasihnya hitam 2 jadi ga ada abunya ya..... pembelian pertama saya puas karna bahanya enak mudah diatur tapi yang kedua ini kenapa salah ka 😭,https://shopee.co.id/HARRAMU-Kerudung-Segiempat-Polos-isi-3-Special-Bundling-Collection-Jilbab-Voal-Paris-Premium-Hijab-Segi-4-Empat-Kerudung-Square-Laser-Cut-Krudung-Terbaru-Scarf-Scarves-Scraf-Scraft-Lasercut-Jelbab-Cantik-Jilbap-Murah-Hijap-Krudung-Terbaru-Kekinian-i.500736705.21547285350?sp_atk=37885931-1ab0-4b00-9cfa-4290eb4cdbb0&xptdk=37885931-1ab0-4b00-9cfa-4290eb4cdbb0
139,NAISHA OFFICIAL - Salwa Malay | Hijab Malay Syar'i | Segiempat Curve,2,"sebenarnya bagus banget, cuma banyak nodanya, kok gitu yah, kecewa banget dah",https://shopee.co.id/NAISHA-OFFICIAL-Salwa-Malay-Hijab-Malay-Syar'i-Segiempat-Curve-i.71568695.19123927385?sp_atk=82ef4caa-d2a7-4fea-9961-43e29d8f361f&xptdk=82ef4caa-d2a7-4fea-9961-43e29d8f361f
140,JINISO Earth Tone Pashmina Hijab Basic AURA,2,Sekelas Jiniso produknya gini? Gak lewat QC dulu kah? Kacau sih. Benang sisaannya parah. Masih lebih bagus hijab lain yang lebih murah. Beli jiniso niatnya mau upgrade dikit. Ternyata kacau..... Gak lagi2 beli jilbab di Jiniso. Gak sesuai sama harga & nama besarnya.,https://shopee.co.id/JINISO-Earth-Tone-Pashmina-Hijab-Basic-AURA-i.121235261.9789565252?sp_atk=07e4f24a-3637-487d-8976-bc38ecafb767&xptdk=07e4f24a-3637-487d-8976-bc38ecafb767
141,Tesavara | Minerva Scarf | Jilbab Segiempat Katun Paris,2,Saya sangat kecewa. Karena bahan sangat kaku dan mudah kusut,https://shopee.co.id/Tesavara-Minerva-Scarf-Jilbab-Segiempat-Katun-Paris-i.74298983.5743797710?sp_atk=98873359-0dea-40a7-a673-d80730d770a8&xptdk=98873359-0dea-40a7-a673-d80730d770a8
142,Femme Outfit - Alicia Shawl Square (Hijab Segi Empat),2,Saya beli hijab bersamaan dengan toko sebelah miz* harga 60rb lebih murah kainnya halus. Beli disini 80rb kainnya kasar agak kaku kayak hijab 30rban,https://shopee.co.id/Femme-Outfit-Alicia-Shawl-Square-(Hijab-Segi-Empat)-i.551604952.13021613811?sp_atk=4aabea3e-4dbc-4585-98a5-9c319128a31c&xptdk=4aabea3e-4dbc-4585-98a5-9c319128a31c
143,Diario - Kerudung Segi Empat Ultrafine Plain Scarf Grey Series,2,"Maaf kecewa, barang sangat beda dari di sogo ternyata, mana yang dateng ijo matcha gini jelas2 difoto tuh krem keabuan. Kayanya kalo diskonan jadi asal kirim ya? Jahitan asal dan bahan tipis, gaada beda nya ama brand murah sebelah 20rban. Emang diskonan beda berapa puluh ribu dari sogo kokas, kualitas jomplang. Kecewa sekali.",https://shopee.co.id/Diario-Kerudung-Segi-Empat-Ultrafine-Plain-Scarf-Grey-Series-i.13447656.5210570085?sp_atk=d75fe175-74e7-4ae9-95c3-89c304835a00&xptdk=d75fe175-74e7-4ae9-95c3-89c304835a00
144,Pinkish Official - Naya Instan (Bergo Hijab Bahan Korean Jersey),2,"Warna nggak sesuai dengan yang di gambar, ini malah electric blue / biru bca, yang di gambar agak lebih gelap. Saran aja min, tolong tampilin real pict yah, biar cust nggak kecewa dan sesuai sm ekspektasi. Sudah 2 kali beli disini,. Yang pertama oke, bagus dan yang ini dah laahh kecewa",https://shopee.co.id/Pinkish-Official-Naya-Instan-(Bergo-Hijab-Bahan-Korean-Jersey)-i.2078726.9639975004?sp_atk=61e5c7c4-7246-436f-87e0-ebd4e585242f&xptdk=61e5c7c4-7246-436f-87e0-ebd4e585242f
145,HIJABQA - Hijab Instant Inner / Pashmina Inner / Segi Empat Inner,2,"Ternyata pendek, kirain panjang seperti di foto, kainnya juga licin sekali dan molor"" gitu",https://shopee.co.id/HIJABQA-Hijab-Instant-Inner-Pashmina-Inner-Segi-Empat-Inner-i.81058140.13479041817?sp_atk=fc10f03b-318b-4b83-ab7e-35a6b59bc050&xptdk=fc10f03b-318b-4b83-ab7e-35a6b59bc050
146,Diario x Nagita Slavina - Ultrafine Plain Scarf Kerudung Segi Empat,2,warna pudar produk jelek sih gak sesuai ekspektasi bahan juga nerawang berbulu nyesel beli dah mahal2,https://shopee.co.id/Diario-x-Nagita-Slavina-Ultrafine-Plain-Scarf-Kerudung-Segi-Empat-i.13447656.3439785620?sp_atk=ba6b0f49-f0eb-4f38-93e7-9fdbfd5a8485&xptdk=ba6b0f49-f0eb-4f38-93e7-9fdbfd5a8485
147,Diario - Kerudung Segi Empat Sahara Plain Scarf,2,jahat kurang satu ☹️ tapi gak bisa di komplain. masa proses sebelum pengiriman kacau lama! dah terlanjur sebel jadi males komplain.,https://shopee.co.id/Diario-Kerudung-Segi-Empat-Sahara-Plain-Scarf-i.13447656.6815143204?sp_atk=1c4e4b5e-571a-46a3-bc94-7cd3312d68d6&xptdk=1c4e4b5e-571a-46a3-bc94-7cd3312d68d6
148,La Vierra Pashmina Oval Malaya Pasmina Melayu Ceruty babydoll import,2,"Bahannya tipis sekali, untuk harga segitu tidak sesuai Ukurannya terbilang pendek",https://shopee.co.id/La-Vierra-Pashmina-Oval-Malaya-Pasmina-Melayu-Ceruty-babydoll-import-i.47976666.9477883674?sp_atk=43738ed8-fb3d-447e-907c-5cfd1a2b38bc&xptdk=43738ed8-fb3d-447e-907c-5cfd1a2b38bc
149,Nadiraa Hijab Pashmina Inner/Pashmina instan,2,"Maaf sebelumnya saya kasih bintang 2. Agak kecewa sih. Ini kan pashmina inner warna pashminanya dark grey, ciputnya kenapa warna merah.... kontras banget warnanya. saya kira sesuai warna pashminanya.",https://shopee.co.id/Nadiraa-Hijab-Pashmina-Inner-Pashmina-instan-i.23016663.17447456411?sp_atk=f9763c82-8739-4bc4-bbdd-5ce4880cf1d0&xptdk=f9763c82-8739-4bc4-bbdd-5ce4880cf1d0
150,Nadiraa Hijab Promo alisya (pashmina diamond) part 1,2,"pengirimannya cepat, tapi bahannya ga cocok. susah dibentuk. nyesel banget beli 2 :(",https://shopee.co.id/Nadiraa-Hijab-Promo-alisya-(pashmina-diamond)-part-1-i.23016663.2312673149?sp_atk=88520f69-bd60-48a0-8036-340047a25587&xptdk=88520f69-bd60-48a0-8036-340047a25587
151,Hijab Segi Empat Polos Laser Cut ( Basic Voal Pollycotton Premium ) - Sekarwatihijab,2,"Ini yg wardah aku agak kecewa juga ini gak square yang perfectly, ukuran juga gak sesuai, sorry banget bahan agak kasar, dan terawang juga. Ukurannya bisa diliat 102*105 cm, sorry seller aku kecewa hehe :) mudah2han kedepannya bisa diperbaiki dan lebih baik lagi. Sukses terus",https://shopee.co.id/Hijab-Segi-Empat-Polos-Laser-Cut-(-Basic-Voal-Pollycotton-Premium-)-Sekarwatihijab-i.225047119.3129338520?sp_atk=9e7a53a7-1854-4879-b22a-4805a8dc65ca&xptdk=9e7a53a7-1854-4879-b22a-4805a8dc65ca
152,Voal Syari Motif Hijabnah (Segiempat Syar’i Motif Premium) 130x130cm Vol. 2,2,Biasa,https://shopee.co.id/Voal-Syari-Motif-Hijabnah-(Segiempat-Syar%E2%80%99i-Motif-Premium)-130x130cm-Vol.-2-i.201977068.17772728082?sp_atk=8b7babac-9468-4ff9-a7a8-c7ec4af50d04&xptdk=8b7babac-9468-4ff9-a7a8-c7ec4af50d04
153,Maula Hijab - Kerudung Segi Empat Bella Square Jilbab Segiempat Paris Polos Premium,2,"bagus barangnya, tapi respon penjualnya aja yang bikin kesel dichat nggak pernah bales padahal online",https://shopee.co.id/Maula-Hijab-Kerudung-Segi-Empat-Bella-Square-Jilbab-Segiempat-Paris-Polos-Premium-i.22806811.6043220693?sp_atk=b0de5817-cd90-4e3f-882a-2d3b70355b75&xptdk=b0de5817-cd90-4e3f-882a-2d3b70355b75
154,JILBAB SEGIEMPAT NUR CHECK BY AZARA / SEGI EMPAT AZARA CORN SKIN WAFFLE / HIJAB NUR CHECK BY AZARA,2,"Pesan warna baby pink yang dikirim warna peach dan ada nodanya gak tau bisa hilang atau tidak itu seperti noda minyak mesin yang gak bisa hilang lain kali mohon dicek dulu ya kak sebelum dikirim",https://shopee.co.id/JILBAB-SEGIEMPAT-NUR-CHECK-BY-AZARA-SEGI-EMPAT-AZARA-CORN-SKIN-WAFFLE-HIJAB-NUR-CHECK-BY-AZARA-i.637903248.17576395562?sp_atk=a95eab30-1ac9-4e83-b3bd-0aadff4ca47d&xptdk=a95eab30-1ac9-4e83-b3bd-0aadff4ca47d
155,HIJAB BERGO HAMIDAH JERSEY BY KHAS KENAN// DZEVADA,2,"Beli yang kesekian kali tapi kali ini kecewa karna bahannya berbeda, lebih tipis, terawang",https://shopee.co.id/HIJAB-BERGO-HAMIDAH-JERSEY-BY-KHAS-KENAN-DZEVADA-i.112982676.6571360638?sp_atk=151d77ca-8e8e-4eb3-9e8f-693543c2652e&xptdk=151d77ca-8e8e-4eb3-9e8f-693543c2652e
156,DEYAN - [Part 1] jilbab pashmina ceruty babydoll premium,2,"Sangat mengecewakan, bolong dalemnya",https://shopee.co.id/DEYAN-Part-1-jilbab-pashmina-ceruty-babydoll-premium-i.99005283.9826289537?sp_atk=83825f61-5e60-4845-85b2-68f3b556dd60&xptdk=83825f61-5e60-4845-85b2-68f3b556dd60
157,PARIS ULTRAFINE PREMIUM hijab segi empat voal anti letoy tidak menerawang,2,tidak sesuai dengan pesanan,https://shopee.co.id/PARIS-ULTRAFINE-PREMIUM-hijab-segi-empat-voal-anti-letoy-tidak-menerawang-i.421967561.14386503693?sp_atk=ff8dd669-5119-41dd-ad96-8279c8ceb426&xptdk=ff8dd669-5119-41dd-ad96-8279c8ceb426
158,Diario - Kerudung Segi Empat Paris Premium Plain Scarf,2,"Kirain harga sale barangnya sesuai foto. Ternyata logo merknya bukan pake plat gold, tapi pake jahitan biasa jadi kelihatan murah kaya jilbab biasa. Hadeh.. ini mah bukan sale, tapi emang harganya menyesuaikan produk yang di dapat. Padahal baru pertama kali order disini karena reviewnya bagus2, eh ternyata malah ngecewain.",https://shopee.co.id/Diario-Kerudung-Segi-Empat-Paris-Premium-Plain-Scarf-i.13447656.8402621747?sp_atk=27b3ff72-fcd8-4fdd-a166-f71930dedc61&xptdk=27b3ff72-fcd8-4fdd-a166-f71930dedc61
159,Tiebymin - Lily Hijab Edisi Sekolah (Paris Premium),2,"Warnanya kayak putih biru gitu padahal digambar putihnya mirip seragam, beda banget sama warna seragam, jadi gak pede mau make. Bahannya juga ternyata tipis",https://shopee.co.id/Tiebymin-Lily-Hijab-Edisi-Sekolah-(-Paris-Premium)-i.29299683.11023030241?sp_atk=7014ab68-5c62-47e4-bfc5-843630b83e67&xptdk=7014ab68-5c62-47e4-bfc5-843630b83e67
160,Square Hijab Voal Paris Premium,2,"Order hitam yang dikirim navy, warna coksu tidak sesuai",https://shopee.co.id/Square-Hijab-Voal-Paris-Premium-i.78380609.10378782950?sp_atk=adba0de1-7762-42d3-b0ec-51f913254adf&xptdk=adba0de1-7762-42d3-b0ec-51f913254adf
161,Nadiraa Hijab Promo alisya (pashmina diamond) part 1,1,"Sumpah kecewa banget2 ini bahanya beda sama pasmina2 pada umumnya bahanya kaku, susah buat dibentuk kecewa parah",https://shopee.co.id/Nadiraa-Hijab-Promo-alisya-(pashmina-diamond)-part-1-i.23016663.2312673149?sp_atk=88520f69-bd60-48a0-8036-340047a25587&xptdk=88520f69-bd60-48a0-8036-340047a25587
162,Lozy Hijab - Biyya Instan ( Bergo Crinkle ) Beli 3 Lebih Hemat!,1,Warna item bahanya kaya kerudung murahan gada crinckle nya bahannya ga jatoh jelek dah kalo menurut saya,https://shopee.co.id/Lozy-Hijab-Biyya-Instan-(-Bergo-Crinkle-)-Beli-3-Lebih-Hemat!-i.255402508.6695499580?sp_atk=cd6b5cbb-4f1b-4713-8cde-d7ed630fa096&xptdk=cd6b5cbb-4f1b-4713-8cde-d7ed630fa096
163,Pasmina Lace Premium Import Best Seller,1,sayang krudungya bolong. Seharusnya barang sebelum dikirim dicek dulu dong,https://shopee.co.id/Pasmina-Lace-Premium-Import-Best-Seller-i.3616504.3358534570?sp_atk=f3c8f52b-44d4-407c-a1a4-767d3979286b&xptdk=f3c8f52b-44d4-407c-a1a4-767d3979286b
164,HUMAIRA PASHMINA (pashmina Inner) NAMEHIJAB,1,"NYESEL BELI DISINI UDAH NUNGGUNYA LAMA LEBIH DARI PO BARANG ADA YANG KURANG, PADAHAL PO LOH HARUSNYA BISA LEBIH TELITI, KARENA PENGIRIMAN YANG LAMA, BILANGNYA UDAH DI PROSES TERUS TAPI GA DIKIRIM KIRIM BAHAN JUGA GERAH, JAHITAN GA RAPIH. RESPON PENJUAL JUGA GA MEMBANTU, NYESEL BELI.",https://shopee.co.id/HUMAIRA-PASHMINA-(pashmina-Inner)-NAMEHIJAB-i.41982118.13512637995?sp_atk=b235c2ca-1f63-4a0d-9f74-79180e575b65&xptdk=b235c2ca-1f63-4a0d-9f74-79180e575b65
165,Pashmina Dubai Crinkle,1,"Nyesel beli beda banget sama pasmina crinkle, aku beli di toko ini karna Lebih mahal berekspetasi biar lebih bagus eh ternyata lebih buruk",https://shopee.co.id/Pashmina-Dubai-Crinkle-i.251973574.14023554095?sp_atk=9d03935e-dfe5-42ce-9acb-3454341ac991&xptdk=9d03935e-dfe5-42ce-9acb-3454341ac991
166,ZM Zaskia Mecca X Marsha Natika - Klavi Pashmina,1,Ada nodanya gatau bisa ilang atau ga huhu,https://shopee.co.id/ZM-Zaskia-Mecca-X-Marsha-Natika-Klavi-Pashmina-i.12654106.4454286599?sp_atk=010e2918-85ac-4e22-b1e9-cddc08b1203d&xptdk=010e2918-85ac-4e22-b1e9-cddc08b1203d
167,Pashmina Kaos Oman (FREE tuspin) Breathable Anti Bau,1,"bahan bagus iyasih ga bau tapi parah banget masa warnanya begini, kacau deh",https://shopee.co.id/Pashmina-Kaos-Oman-(FREE-tuspin)-Breathable-Anti-Bau-i.21153823.407004755?sp_atk=3408f409-ef06-44cd-b124-5d7d3f3238a5&xptdk=3408f409-ef06-44cd-b124-5d7d3f3238a5
168,𝐙𝐈𝐘𝐀 - Pashmina Inner 2in1 Premium | Pashmina Instan Ceruty Babydoll,1,"jelek banget di kasih ada noda hitamnya, jahitannya brudul",https://shopee.co.id/%F0%9D%90%99%F0%9D%90%88%F0%9D%90%98%F0%9D%90%80-Pashmina-Inner-2in1-Premium-Pashmina-Instan-Ceruty-Babydoll-i.127564198.11085988643?sp_atk=00300db1-b4b6-4c88-a9f9-479cb3d3c8d3&xptdk=00300db1-b4b6-4c88-a9f9-479cb3d3c8d3
169,DUBAI SHAWL/ PASHMINA DUBAI ALA SHIREEENZ by KOKOMI~,1,"dikirimin yang udah mau bolong gini sama benang ga rapi, nyesel banget sih aturan kalo dikirimin yang baik mau nambah lagi",https://shopee.co.id/DUBAI-SHAWL-PASHMINA-DUBAI-ALA-SHIREEENZ-by-KOKOMI~-i.521275651.11339592141?sp_atk=ac125353-9855-4b30-82fe-1d333a577151&xptdk=ac125353-9855-4b30-82fe-1d333a577151
170,HIJABQA - Plain Square Hijab Segiempat Polos Polycotton //,1,"licin, tipis, gak gampang bentuk, gak sesuai harga.",https://shopee.co.id/HIJABQA-Plain-Square-Hijab-Segiempat-Polos-Polycotton--i.81058140.2682419620?sp_atk=067a8db0-2eb0-467a-9e36-3aafb2e15e9b&xptdk=067a8db0-2eb0-467a-9e36-3aafb2e15e9b
171,Zoya Minar Scarf - Kerudung Hijab Segiempat Polos Bahan Polycotton - Lassercut,1,"Pesen 2 warna, tidak sesuai gambar semua. Padahal udah excited. Mending ditulis pilihan Random. Daripada di stok warna ada, ternyata zonk. 😣 PARAH !!!!",https://shopee.co.id/Zoya-Minar-Scarf-Kerudung-Hijab-Segiempat-Polos-Bahan-Polycotton-Lassercut-i.15996341.19711916521?sp_atk=d5159dde-7ba5-4370-8209-9bef4aace0f4&xptdk=d5159dde-7ba5-4370-8209-9bef4aace0f4
172,Nadiraa Hijab promo pollycotton/ Bella Square part 2,1,"Tolong ini pengirimanya salah, saya pesen warna peach kok yang dateng warna pink, ga sesuai pesanan banget, kalo ga ada ya bilang bukan asal kirim barang kak",https://shopee.co.id/Nadiraa-Hijab-promo-pollycotton-Bella-Square-part-2-i.23016663.5316415214?sp_atk=43c98866-3b5f-466a-92b7-1f105abe1760&xptdk=43c98866-3b5f-466a-92b7-1f105abe1760
173,HIJAB POLYCOTTON PREMIUM / BELLA SQUARE JAHIT TEPI / SEGIEMPAT POLOS / POTTON SQUARE,1,"saya kecewa, Bahan tipis menerawang, mahal pula",https://shopee.co.id/HIJAB-POLYCOTTON-PREMIUM-BELLA-SQUARE-JAHIT-TEPI-SEGIEMPAT-POLOS-POTTON-SQUARE-i.225565181.6555377749?sp_atk=1a4c072e-3dae-4b97-ab9d-b8ac4bc9e4a9&xptdk=1a4c072e-3dae-4b97-ab9d-b8ac4bc9e4a9
174,HIJAB SEGI EMPAT POLOS FATIMAH HIJAB POLLYCOTTON | BELLA SQUARE PREMIUM KERUDUNG POLOS,1,Jelek!!!,https://shopee.co.id/HIJAB-SEGI-EMPAT-POLOS-FATIMAH-HIJAB-POLLYCOTTON-BELLA-SQUARE-PREMIUM-KERUDUNG-POLOS-i.17588787.4934456585?sp_atk=4c8ff0a7-3ce9-425f-b24b-08a580708994&xptdk=4c8ff0a7-3ce9-425f-b24b-08a580708994
175,Kerudung Segi Empat Polos Premium ( Hijab Pollycotton Original ) - Sekarwatihijab,1,pesan hitam diberikan hijau tanpa ada konfirmasi apapun. maaf kualitas barang jelek,https://shopee.co.id/Kerudung-Segi-Empat-Polos-Premium-(-Hijab-Pollycotton-Original-)-Sekarwatihijab-i.225047119.5052192205?sp_atk=1e0363bf-6ac0-49c2-b5fa-406498076d38&xptdk=1e0363bf-6ac0-49c2-b5fa-406498076d38
176,Hijab Segi Empat Polos Laser Cut ( Basic Voal Pollycotton Premium ) - Sekarwatihijab,1,"Bahan sangat tipis, kalau dipakai nerawang. Tidak berfungsi sebagaimana mestinya",https://shopee.co.id/Hijab-Segi-Empat-Polos-Laser-Cut-(-Basic-Voal-Pollycotton-Premium-)-Sekarwatihijab-i.225047119.3129338520?sp_atk=da42ba7d-91b2-4ec7-abef-a6c631f1a524&xptdk=da42ba7d-91b2-4ec7-abef-a6c631f1a524
177,Lozy Hijab - Haraa Voal Plain (Segiempat Voal Premium Polos Non Lasercut),1,Bukan barang po tapi pengiriman lama banget dah mau seminggu baru dikirim. Padahal dah dibilangin saya mau pulkam tolong cepet dikirim tetep aja ga dikirim. Nanyain kapan dikirim di live malah di ketawain sama adminnya. Baru kali ini beli senyesel ini.,https://shopee.co.id/Lozy-Hijab-Haraa-Voal-Plain-(Segiempat-Voal-Premium-Polos-Non-Lasercut)-i.255402508.20552008784?sp_atk=6bd7e703-3c79-41f6-9174-66c4c1586f96&xptdk=6bd7e703-3c79-41f6-9174-66c4c1586f96
